@relation arff_backlog-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates

@attribute procmem_read numeric
@attribute winhooks_used numeric
@attribute services_opened numeric
@attribute regkeys_read numeric
@attribute network_connections numeric
@attribute memory_modified numeric
@attribute regkeys_created numeric
@attribute processes_exited numeric
@attribute files_deleted numeric
@attribute regkeys_deleted numeric
@attribute threads numeric
@attribute directories_created numeric
@attribute mutexes_created numeric
@attribute regkeys_opened numeric
@attribute files_created numeric
@attribute services_modified numeric
@attribute files_opened numeric
@attribute files_copied numeric
@attribute processes_created numeric
@attribute directories_searched numeric
@attribute files_written numeric
@attribute mutexes_opened numeric
@attribute regkeys_closed numeric
@attribute libraries_loaded numeric
@attribute files_moved numeric
@attribute debugger_check numeric
@attribute regkeys_written numeric
@attribute services_created numeric
@attribute services_started numeric
@attribute system_modified numeric
@attribute files_executed numeric
@attribute files_read numeric
@attribute processes_modified numeric
@attribute directories_deleted numeric
@attribute files_modified numeric
@attribute procmem_written numeric
@attribute dlls_loaded numeric
@attribute class {emf_good,emf_bad,jpg_good,jpg_bad,gif_good,gif_bad,doc_good,doc_bad,docx_good,docx_bad,WMF_good,WMF_bad,bmp_good,bmp_bad,pptx_good,pptx_bad,png_good,png_bad,xls_good,xls_bad,xlsx_good,xlsx_bad,pdf_good,pdf_bad,exe_good,exe_bad,zip_good,zip_bad,rtf_good,rtf_bad,ppt_good,ppt_bad,xml_good,xml_bad,xhtml_good,xhtml_bad,tif_good,tif_bad,elf_good,elf_bad,sh_good,sh_bad,other_good,other_bad}

@data
0,0,0,3286,0,132,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,png_bad
0,0,0,3343,0,96,4,1,0,0,5,1,0,46,64,0,28,0,2,118,0,0,2,39,0,1,0,0,0,0,0,89,3,0,4,0,27,gif_bad
0,33,0,9205,11,2844,49,0,6,14,14,6,33,6388,211,0,32,0,1,197,30,7,2560,163,1,3,35,0,0,0,0,2314,164,0,199,0,211,rtf_bad
0,7,0,3418,11,157,18,0,0,13,12,6,31,2616,100,0,15,0,0,44,7,7,1035,133,1,3,15,0,0,0,0,157,162,0,12,0,156,doc_bad
0,0,1,3046,0,106,0,0,0,8,7,1,2,100,65,1,30,0,1,137,0,0,39,43,0,1,0,0,1,0,0,89,3,0,4,0,29,xml_bad
0,17,2,9635,21,365,102,0,1,16,21,9,35,5809,196,2,30,0,0,301,6,11,2439,271,1,30,38,0,2,0,0,249,266,0,18,0,193,doc_bad
0,0,0,66,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,8,png_bad
0,2,4,2959,100,188,82,0,1,20,35,39,38,794,81,4,30,1,1,57,78,14,565,54,0,1,58,0,0,0,0,189,4917,0,137,0,138,xhtml_bad
0,0,1,3046,0,111,0,0,0,8,7,1,2,100,67,1,31,0,1,137,0,0,39,43,0,1,0,0,1,0,0,91,3,0,4,0,29,xml_bad
0,0,0,3415,0,115,0,1,0,0,7,1,0,52,67,0,29,0,2,118,0,2,6,36,0,1,0,0,0,0,0,91,73,0,4,0,46,gif_bad
0,7,1,5252,21,195,43,0,0,15,15,5,30,3560,88,1,17,0,0,29,2,32,1246,176,1,18,18,0,1,0,0,705,1457,0,6,0,175,pptx_bad
0,17,1,9543,19,431,121,0,1,16,20,6,34,6346,186,1,35,0,0,300,5,31,2800,404,1,33,38,0,1,0,0,249,3066,0,21,0,187,doc_bad
0,0,0,3280,0,133,1,1,0,0,4,1,0,63,81,0,39,0,1,122,0,0,1,69,0,1,0,0,0,0,0,97,4,0,6,0,35,png_bad
0,7,1,5263,21,200,43,0,0,15,17,5,34,3570,90,1,17,0,0,28,2,32,1250,188,1,22,18,0,1,0,0,566,2029,0,6,0,182,pptx_bad
0,17,2,8980,31,332,108,0,1,16,17,6,32,5846,201,2,30,0,0,236,6,11,2606,251,1,27,33,0,1,0,0,249,236,0,22,0,185,doc_bad
0,0,0,3343,0,96,4,0,0,0,5,1,0,46,63,0,27,0,2,118,0,0,2,37,0,1,0,0,0,0,0,88,3,0,4,0,27,gif_bad
0,0,0,3280,0,130,1,1,0,0,4,1,0,63,82,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,png_bad
0,7,0,4271,11,172,17,0,0,13,15,6,29,2669,92,0,15,0,0,44,5,9,1164,134,1,2,14,0,0,0,0,214,3276,0,12,0,162,docx_bad
29,0,3,819,27,99,107,0,0,6,19,30,2,255,246,3,10,0,1,3057,0,9,207,133,0,1,24,0,0,0,0,8,5,0,8,67,59,pdf_bad
0,26,1,6939,21,239,82,0,1,27,21,7,38,3624,165,1,35,0,0,145,3,9,1600,191,1,35,36,0,1,0,0,249,388,0,8,0,192,xlsx_bad
0,0,6,3410,52,89,14,2,3,0,7,2,0,145,63,6,15,0,1,96,38,2,36,33,0,1,22,0,0,0,1,49,44,1,9,0,71,exe_bad
0,0,0,4704,0,314,0,0,1,8,3,2,2,142,90,0,37,0,1,214,3,0,38,16,0,1,0,0,0,0,1,250,2,0,91,0,40,exe_bad
0,0,0,3280,0,133,1,1,0,0,4,1,0,63,84,0,42,0,1,122,0,0,1,69,0,1,0,0,0,0,0,100,4,0,6,0,35,jpg_bad
0,31,0,6615,11,2795,44,0,6,13,14,6,31,6227,151,0,15,0,1,67,29,5,2546,148,1,2,34,0,0,0,0,2195,108,0,140,0,205,rtf_bad
29,0,0,308,0,68,86,0,0,1,10,21,2,77,225,0,6,0,1,2798,0,2,72,127,0,1,3,0,0,0,0,3,4,0,0,66,28,pdf_bad
0,0,0,3343,0,89,4,1,0,0,4,1,0,46,68,0,33,0,2,118,0,0,2,34,0,1,0,0,0,0,0,93,3,0,4,0,26,gif_bad
0,9,1,7930,29,207,78,0,3,16,18,7,32,3806,186,1,33,1,1,179,70,7,1769,246,1,10,23,0,1,1,0,336,319,0,17,0,183,doc_bad
29,0,0,232,0,66,83,0,0,1,11,21,2,65,153,0,5,0,1,1695,0,2,68,118,0,1,0,0,0,0,0,2,3,0,0,66,22,pdf_bad
0,26,2,6836,11,263,83,0,1,27,18,7,38,3609,128,2,39,0,0,145,2,9,1603,182,1,41,36,0,2,0,0,204,397,0,7,0,185,xlsx_bad
0,0,0,3280,0,127,1,1,0,0,4,1,0,63,82,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,png_bad
29,0,0,308,0,68,63,0,0,2,12,21,2,81,219,0,6,0,1,2766,0,2,58,129,0,1,3,0,0,0,0,3,4,0,3,66,28,pdf_bad
0,54,1,7055,21,273,76,0,1,33,16,7,36,3675,158,1,38,0,0,147,77,9,1641,170,1,43,38,0,0,0,0,365,481,0,14,0,189,xlsx_bad
0,17,2,9212,29,379,122,0,1,21,19,6,34,6058,198,2,33,0,0,246,5,31,2753,265,1,50,46,0,2,0,0,247,363,0,21,0,188,doc_bad
0,15,1,8333,31,406,101,0,1,16,19,6,34,4881,192,1,32,0,0,300,6,31,2417,262,1,51,36,0,1,0,0,234,575,0,16,0,190,doc_bad
0,0,0,3343,0,95,4,1,0,0,4,1,0,46,64,0,29,0,2,118,0,0,2,38,0,1,0,0,0,0,0,89,3,0,4,0,27,gif_bad
0,0,0,3343,0,91,4,1,0,0,4,1,0,46,65,0,30,0,2,118,0,0,2,34,0,1,0,0,0,0,0,90,3,0,4,0,26,gif_bad
0,17,1,9423,29,396,403,0,1,16,20,6,34,6316,203,1,32,0,0,365,5,31,3040,406,1,21,321,0,1,0,0,252,441,0,21,0,190,doc_bad
29,0,0,308,0,68,86,0,0,1,11,21,2,87,235,0,6,0,1,2969,0,2,72,127,0,1,3,0,0,0,0,3,4,0,0,67,28,pdf_bad
0,0,0,3280,0,123,1,1,0,0,4,1,0,63,81,0,39,0,1,122,0,0,1,69,0,1,0,0,0,0,0,97,4,0,6,0,35,jpg_bad
29,0,3,812,33,99,83,0,0,6,19,30,2,245,224,3,10,0,1,2865,0,9,191,133,0,1,24,0,0,0,0,8,6,0,11,65,60,pdf_bad
0,0,1,3046,0,103,0,0,0,8,7,1,2,100,74,1,39,0,1,137,0,0,39,43,0,1,0,0,1,0,0,98,3,0,4,0,29,xml_bad
0,23,1,9333,29,399,102,0,1,16,20,9,36,5975,209,1,33,0,0,365,6,31,2482,349,1,26,37,0,1,0,0,251,1342,0,19,0,197,doc_bad
0,15,2,7886,27,306,91,0,1,16,18,6,35,4837,193,2,31,0,0,239,8,13,2347,247,1,27,31,0,2,0,0,230,258,0,16,0,183,doc_bad
0,16,1,4657,29,210,78,0,1,30,19,7,54,3624,110,1,20,0,0,30,2,7,1651,196,1,25,41,0,1,0,0,165,492,0,7,0,187,xlsx_bad
0,0,0,4713,0,317,0,0,1,8,3,2,2,142,90,0,38,0,1,214,3,0,38,16,0,1,0,0,0,0,1,250,2,0,91,0,40,exe_bad
0,17,1,9724,31,307,96,0,1,16,19,6,32,5815,189,1,31,0,0,364,5,11,2393,256,1,18,35,0,1,0,0,230,257,0,15,0,189,doc_bad
0,17,2,8337,29,373,107,0,1,16,18,6,35,4935,195,2,35,0,0,172,5,31,1938,202,1,36,26,0,2,0,0,245,464,0,20,0,188,doc_bad
0,0,0,3280,0,131,1,1,0,0,4,1,0,63,83,0,42,0,1,122,0,0,1,69,0,1,0,0,0,0,0,99,4,0,6,0,35,bmp_bad
0,17,2,9160,21,348,106,0,1,16,20,6,34,5787,173,2,36,0,0,300,5,31,2443,267,1,39,37,0,2,0,0,229,367,0,14,0,188,doc_bad
29,0,0,308,0,68,63,0,0,2,12,21,2,81,218,0,6,0,1,2759,0,2,58,127,0,1,3,0,0,0,0,3,4,0,3,66,28,pdf_bad
0,0,0,1952,0,30,10,0,0,0,3,0,8,1683,15,0,1,0,0,5,0,3,817,43,1,1,5,0,0,0,0,4,55,0,0,0,41,pptx_bad
0,0,3,1867,41,220,28,1,13,14,12,19,5,591,80,4,48,6,1,47,2003,11,356,55,3,1,30,0,0,0,0,106,11,3,39,0,99,exe_bad
0,0,0,3280,0,130,1,1,0,0,4,1,0,63,82,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,jpg_bad
0,17,1,9220,29,415,104,0,1,16,20,6,34,5806,208,1,34,0,0,300,6,11,2440,259,1,49,36,0,1,0,0,249,295,0,16,0,191,doc_bad
0,15,1,8384,31,334,97,0,1,16,17,6,32,4878,197,1,31,0,0,172,5,11,1906,190,1,24,24,0,0,0,0,243,232,0,20,0,184,doc_bad
0,0,0,3280,0,129,1,1,0,0,4,1,0,63,83,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,99,4,0,6,0,35,png_bad
0,0,0,3340,0,97,4,1,0,0,5,1,0,46,62,0,29,0,2,118,0,0,2,38,0,1,0,0,0,0,0,87,3,0,4,0,27,gif_bad
0,17,1,8234,31,359,99,0,1,16,17,6,32,4823,199,1,29,0,0,172,5,11,1871,190,1,34,24,0,1,0,0,245,239,0,20,0,186,doc_bad
0,21,1,9379,21,580,111,0,1,16,16,6,34,5928,204,1,36,0,0,236,6,13,2650,250,1,42,34,0,1,0,0,267,415,0,21,0,188,doc_bad
0,7,0,4263,11,192,17,0,0,13,14,6,29,2673,92,0,14,0,0,44,5,9,1166,128,1,2,14,0,0,0,0,208,3534,0,12,0,162,docx_bad
29,0,3,812,34,98,67,0,0,6,20,30,2,239,175,3,10,0,1,2370,0,9,191,132,0,1,24,0,0,0,0,8,5,0,11,65,61,pdf_good
29,0,0,232,0,66,83,0,0,1,9,21,2,64,129,0,5,0,1,1475,0,2,68,119,0,1,0,0,0,0,0,2,3,0,0,65,22,pdf_good
0,0,0,3280,0,128,1,1,0,0,4,1,0,63,81,0,39,0,1,122,0,0,1,69,0,1,0,0,0,0,0,97,4,0,6,0,35,bmp_good
0,17,3,8151,28,783,69,0,0,15,18,5,31,4522,173,3,33,0,0,143,2,12,1551,189,1,76,24,0,2,0,0,31234,257,0,9,0,186,pptx_good
29,0,3,812,31,94,67,0,0,6,19,30,2,239,176,3,10,0,1,2380,0,9,191,132,0,1,24,0,0,0,0,8,5,0,11,65,61,pdf_good
0,0,0,3277,0,127,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,bmp_good
0,0,0,3273,0,124,1,1,0,0,4,1,0,63,84,0,42,0,1,122,0,0,1,69,0,1,0,0,0,0,0,100,4,0,6,0,35,tif_good
0,0,0,3280,0,124,1,1,0,0,4,1,0,63,82,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,bmp_good
0,0,0,3270,0,128,1,1,0,0,4,1,0,63,81,0,43,0,1,122,0,0,1,69,0,1,0,0,0,0,0,97,4,0,6,0,35,tif_good
0,7,0,6668,21,237,48,0,1,16,15,6,35,3422,180,0,31,0,1,160,5,7,1441,158,1,8,21,0,0,0,0,230,173,0,15,0,190,doc_good
0,0,0,16,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,png_good
0,0,0,3273,0,130,1,1,0,0,4,1,0,63,82,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,tif_good
0,0,0,16,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,bmp_good
0,0,0,3273,0,125,1,1,0,0,4,1,0,63,82,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,tif_good
0,0,0,3277,0,128,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,jpg_good
0,7,8,4695,34,189,33,0,0,15,22,15,31,3201,172,8,23,0,0,128,9,14,1386,165,1,3,33,0,0,0,0,176,173,0,24,0,226,doc_good
0,0,0,3280,0,124,1,1,0,0,4,1,0,63,82,0,42,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,jpg_good
0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,7,jpg_good
29,0,3,812,34,93,67,0,0,6,19,30,2,239,174,3,10,0,1,2368,0,9,191,133,0,1,24,0,0,0,0,8,6,0,11,65,61,pdf_good
0,0,0,3280,0,128,1,1,0,0,4,1,0,63,82,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,png_good
0,0,0,3270,0,129,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,tif_good
0,0,0,3280,0,124,1,1,0,0,4,1,0,63,83,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,99,4,0,6,0,35,bmp_good
0,0,0,16,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,gif_good
0,15,2,9042,29,350,100,0,1,21,20,6,33,5756,187,2,30,0,0,310,5,11,2448,261,1,30,45,0,1,0,0,232,230,0,15,0,184,doc_good
0,0,0,3277,0,127,1,1,0,0,4,1,0,63,86,0,47,0,1,122,0,0,1,69,0,1,0,0,0,0,0,102,4,0,6,0,35,bmp_good
0,7,0,8056,29,249,62,0,0,15,16,5,30,4079,151,0,33,0,0,143,2,12,1481,214,1,31,23,0,0,0,0,2489,251,0,9,0,181,pptx_good
0,21,1,7674,29,413,85,0,1,16,17,6,36,3806,209,1,32,0,0,176,38,33,1627,183,1,40,22,0,1,0,0,262,438,0,19,0,190,doc_good
0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,7,tif_good
0,11,1,7974,29,289,85,0,2,16,16,6,33,4705,194,1,29,0,0,239,30,11,2301,226,1,25,30,0,0,0,0,521,192,0,79,0,181,docx_good
0,0,0,3280,0,128,1,1,0,0,4,1,0,63,82,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,bmp_good
0,17,1,8518,29,548,103,0,1,16,20,6,37,4925,218,1,32,0,0,300,183,33,2438,261,1,51,35,0,1,0,0,266,436,0,28,0,192,doc_good
0,0,0,3412,0,102,0,1,0,0,7,1,0,52,66,0,31,0,2,118,0,2,6,35,0,1,0,0,0,0,0,90,72,0,4,0,45,gif_good
0,13,2,9276,29,295,97,0,1,21,19,6,36,5579,186,2,31,0,1,246,6,13,2355,243,1,19,41,0,2,0,0,230,238,0,16,0,197,doc_good
0,0,0,3270,0,128,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,tif_good
0,0,0,3280,0,130,1,1,0,0,4,1,0,63,82,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,bmp_good
0,0,0,3270,0,128,1,1,0,0,4,1,0,63,79,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,95,4,0,6,0,35,tif_good
0,13,2,7931,29,314,111,0,1,16,19,6,36,4323,189,2,31,0,1,172,5,13,1968,327,1,11,50,0,2,0,0,228,253,0,14,0,207,doc_good
0,15,2,7218,27,367,82,0,1,16,20,7,32,3580,205,2,30,0,0,190,21,13,1531,196,1,46,22,0,1,0,0,237,277,0,18,0,182,doc_good
0,15,2,7360,29,392,82,0,1,16,16,7,32,3605,209,2,34,0,0,190,41,13,1546,189,1,46,22,0,2,0,0,244,280,0,17,0,181,doc_good
0,0,0,3280,0,124,1,1,0,0,4,1,0,63,85,0,45,0,1,122,0,0,1,69,0,1,0,0,0,0,0,101,4,0,6,0,35,png_good
0,0,0,3421,0,107,0,1,0,0,7,1,0,52,66,0,31,0,2,118,0,2,6,36,0,1,0,0,0,0,0,90,73,0,4,0,46,gif_good
0,0,0,3277,0,128,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,bmp_good
0,7,1,8224,30,228,63,0,0,15,15,5,30,4408,150,1,27,0,0,142,2,12,1681,213,1,21,24,0,0,0,0,2429,208,0,9,0,186,pptx_good
0,0,0,3277,0,125,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,jpg_good
0,0,0,3277,0,128,1,1,0,0,4,1,0,63,80,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,png_good
0,0,0,3277,0,130,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,bmp_good
0,0,0,3340,0,96,4,1,0,0,5,1,0,46,62,0,29,0,2,118,0,0,2,38,0,1,0,0,0,0,0,87,3,0,4,0,27,gif_good
0,15,1,7476,29,333,79,0,1,16,15,6,33,3582,182,1,31,0,0,172,5,13,1532,172,1,35,21,0,0,0,0,225,291,0,14,0,184,doc_good
29,0,3,807,35,94,62,0,0,4,19,30,2,239,180,3,10,0,1,2489,0,9,186,132,0,1,21,0,0,0,0,8,7,0,11,65,60,pdf_good
0,7,0,7974,31,238,62,0,0,15,13,5,30,4230,150,0,27,0,0,142,2,8,1553,197,1,10,23,0,0,0,0,2321,176,0,9,0,181,pptx_good
0,0,0,3277,0,128,1,1,0,0,4,1,0,63,79,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,95,4,0,6,0,35,jpg_good
0,0,0,3277,0,128,1,1,0,0,4,1,0,63,82,0,44,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,bmp_good
0,0,0,3344,0,95,0,0,0,0,5,1,0,46,66,0,31,0,2,118,0,0,2,33,0,1,0,0,0,0,0,91,28,0,4,0,38,gif_good
0,15,2,8378,29,348,94,0,1,16,18,6,33,4804,185,2,30,0,0,300,5,11,2371,264,1,29,34,0,2,0,0,230,234,0,15,0,182,doc_good
0,13,1,8363,27,485,103,0,1,16,19,6,35,4940,182,1,36,0,0,364,6,31,2443,256,1,41,35,0,1,0,0,2163,957,0,18,0,187,docx_good
0,0,0,3286,0,127,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,jpg_good
0,17,2,7741,30,385,88,0,1,16,18,6,33,4606,200,2,34,0,0,236,275,13,2263,239,1,57,30,0,1,0,0,248,296,0,18,0,187,doc_good
0,0,0,3276,0,99,0,0,0,0,4,1,0,45,61,0,28,0,2,118,0,0,2,37,0,1,0,0,0,0,0,86,2,0,4,0,26,WMF_good
0,11,0,7684,21,331,56,0,2,16,16,6,34,4505,184,0,32,0,0,163,7,11,2174,215,1,10,30,0,0,0,0,513,184,0,17,0,178,docx_good
0,0,0,3340,0,95,4,0,0,0,4,1,0,46,62,0,29,0,2,118,0,0,2,37,0,1,0,0,0,0,0,87,3,0,4,0,27,gif_good
0,12,3,9401,28,506,101,0,27,19,25,15,44,6767,250,3,37,0,0,252,48,17,2853,270,1,19,50,0,0,0,0,604,231,0,32,0,246,docx_good
0,0,0,3412,0,107,0,1,0,0,7,1,0,52,66,0,31,0,2,118,0,2,6,36,0,1,0,0,0,0,0,90,73,0,4,0,45,gif_good
0,17,1,8482,21,465,100,0,1,16,18,6,37,5003,186,1,36,0,0,303,6,13,2455,260,1,85,35,0,1,0,0,246,308,0,15,0,192,doc_good
0,0,0,3280,0,124,1,1,0,0,4,1,0,63,82,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,bmp_good
0,15,1,7835,29,364,88,0,1,16,18,6,33,4706,193,1,31,0,0,300,5,11,2320,241,1,31,33,0,1,0,0,238,233,0,15,0,183,doc_good
0,13,1,8289,19,330,91,0,1,16,17,6,33,4719,179,1,34,0,0,236,6,13,2330,232,1,34,31,0,1,0,0,237,242,0,15,0,178,doc_good
0,0,0,3277,0,128,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,png_good
0,13,2,7905,29,302,90,0,2,16,18,6,33,4851,198,2,31,0,0,236,18,13,2360,243,1,24,30,0,2,0,0,424,242,0,74,0,181,docx_good
29,0,0,304,0,68,47,0,0,2,12,21,2,62,152,0,6,0,1,2069,0,2,58,125,0,1,3,0,0,0,0,3,4,0,3,65,28,pdf_good
0,0,0,3280,0,127,1,1,0,0,4,1,0,63,81,0,39,0,1,122,0,0,1,69,0,1,0,0,0,0,0,97,4,0,6,0,35,jpg_good
0,13,2,7630,29,324,81,0,1,16,17,6,32,3710,192,2,31,0,0,176,6,13,1568,181,1,25,21,0,1,0,0,231,257,0,15,0,181,doc_good
0,0,0,16,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,WMF_good
0,3,1,7773,30,207,62,0,0,15,12,5,30,4042,148,1,30,0,0,142,2,8,1461,197,1,13,23,0,0,0,0,1886,176,0,9,0,181,pptx_good
29,0,0,288,0,68,47,0,0,2,12,21,2,62,119,0,6,0,1,1608,0,2,58,123,0,1,3,0,0,0,0,3,4,0,3,65,26,pdf_good
0,0,0,3415,0,100,0,1,0,0,7,1,0,52,68,0,31,0,2,118,0,2,6,36,0,1,0,0,0,0,0,92,72,0,4,0,45,gif_good
0,15,1,8940,29,333,93,0,1,16,20,9,34,5736,202,1,34,0,0,365,6,11,2393,252,1,29,35,0,1,0,0,249,226,0,19,0,189,doc_good
0,0,0,3340,0,94,4,1,0,0,4,1,0,46,62,0,29,0,2,118,0,0,2,39,0,1,0,0,0,0,0,87,3,0,4,0,26,gif_good
0,0,0,3277,0,129,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,png_good
0,0,0,3277,0,124,1,1,0,0,4,1,0,63,81,0,42,0,1,122,0,0,1,69,0,1,0,0,0,0,0,97,4,0,6,0,35,png_good
0,11,1,8143,27,519,67,0,0,15,15,5,30,4537,155,1,32,0,0,143,2,12,1532,184,1,86,23,0,1,0,0,1766,403,0,9,0,182,pptx_good
0,7,1,8123,30,446,67,0,0,15,15,5,31,4234,156,1,32,0,0,143,3,12,1530,202,1,44,23,0,0,0,0,2305,223,0,9,0,185,pptx_good
0,0,0,3270,0,97,0,0,0,0,4,1,0,45,64,0,29,0,2,118,0,0,2,37,0,1,0,0,0,0,0,89,2,0,4,0,26,WMF_good
0,0,0,3277,0,124,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,bmp_good
0,8,3,10132,36,412,79,0,27,18,27,14,44,7165,224,3,32,0,1,155,46,19,2029,237,1,18,44,0,0,0,0,3592,277,0,23,0,254,pptx_good
0,0,0,3279,0,127,1,1,0,0,4,1,0,63,81,0,42,0,1,122,0,0,1,69,0,1,0,0,0,0,0,97,4,0,6,0,35,tif_good
0,7,3,8371,28,581,70,0,1,15,23,5,31,4740,192,3,33,0,0,143,3,12,1659,236,1,74,23,0,2,0,0,1592,230,0,9,0,185,pptx_good
0,0,0,3289,0,127,1,1,0,0,4,1,0,63,85,0,45,0,1,122,0,0,1,69,0,1,0,0,0,0,0,101,4,0,6,0,35,bmp_good
0,0,0,3277,0,128,1,1,0,0,4,1,0,63,81,0,42,0,1,122,0,0,1,69,0,1,0,0,0,0,0,97,4,0,6,0,35,bmp_good
0,23,1,8447,29,313,96,0,1,16,15,6,34,4874,193,1,33,0,0,259,6,33,2384,242,1,37,31,0,1,0,0,235,1628,0,16,0,189,doc_good
29,0,0,304,0,68,47,0,0,2,12,21,2,62,153,0,6,0,1,2078,0,2,58,126,0,1,3,0,0,0,0,3,4,0,3,65,28,pdf_good
